shortest path,distance,type,NDepDep,distance_long,NDepArr,QDepDep,angle,QDepArr,other_moving_ac,taxi_time
1233.6186253090575,1549.2746207462244,1,0,793.0457372249411,1,0,327.0862956038658,0,3,11.45
636.2286563456408,1018.0473879761496,0,0,0.0,0,0,234.34993389438483,0,4,2.7666666666666666
1404.84563736208,1593.7167304457903,1,1,891.6137929142803,0,2,361.0561121156748,4,8,21.116666666666667
1685.8020101994125,1873.436626391496,0,0,537.6730309197001,0,0,373.0243379407361,0,0,3.716666666666667
1403.0215565848362,1560.5374103582617,0,0,0.0,0,0,371.8364675938639,0,9,3.333333333333333
1628.497746754769,2230.1687438627646,1,0,793.0457372249411,1,0,605.0649398442156,1,1,9.95
1199.6034488994912,1497.3758356792002,1,2,1014.0460966443912,1,1,221.1390286229121,1,4,3.4833333333333334
514.3111678925505,739.8132230742112,0,0,0.0,0,0,302.51871593057456,0,12,8.016666666666667
2302.942851038941,2538.4097944006235,1,0,1014.0460966443912,3,0,607.4530497483003,3,3,11.416666666666666
2142.6048494975903,3563.706522389826,1,2,1815.0945728704107,2,2,676.9808666591437,1,4,13.233333333333333
1054.1037882411256,1299.2729298016843,0,0,886.4465447797426,0,0,298.8684475101678,0,1,3.0166666666666666
101.2537122451,653.5672805453642,0,0,0.0,0,0,183.3432998362418,0,2,1.5833333333333333
1695.4444074353046,1910.571330216365,1,0,974.8760264943768,1,0,369.7792916682056,0,1,9.6
2245.768545940102,2443.863264936126,1,2,776.2808037692365,1,2,479.1926431190575,1,4,9.7
2027.1474836812408,2169.070847924641,1,2,1014.0460966443912,0,2,454.22207728212777,0,3,9.916666666666666
1718.5518985451652,2022.6266780421813,0,0,0.0,0,0,549.2541497830998,0,4,5.033333333333333
71.9216445924,205.3151625762,1,3,0.0,2,2,102.84021559266832,1,5,2.283333333333333
2302.942851038941,2489.345388898023,1,0,1014.0460966443912,0,0,517.0806413907436,0,1,8.516666666666667
1645.186045026362,2126.090790820216,1,0,0.0,1,0,600.9783033191678,0,1,7.45
1620.8937488027616,2063.805197320911,0,0,0.0,0,0,510.9421874702752,0,6,4.1
1036.2092724184497,1493.115598206705,0,0,0.0,0,0,418.0196757156232,0,2,4.783333333333333
2279.731463001046,2452.9618852192457,1,2,1014.0460966443912,1,2,576.0773865883698,0,4,9.45
1572.392429811169,1828.822702520936,1,1,1317.2456923341124,3,0,338.15099020320986,1,5,9.7
2697.1254526851026,3328.6137353050244,1,1,974.8760264943768,0,1,726.7033497339064,0,4,15.733333333333333
2830.5556440484934,2986.042278002118,1,0,1014.0460966443912,0,0,693.8927181979645,0,0,13.75
982.2404050092496,1343.764804300205,0,0,0.0,0,0,328.5794500082408,0,8,3.683333333333333
3149.3588323571303,3359.005514429321,1,0,1826.6017585018524,0,1,632.3715330625924,1,2,12.516666666666667
2697.1254526851026,3328.6137353050244,1,1,974.8760264943768,1,1,726.7033497339064,0,4,15.183333333333334
2065.484886848455,2352.385818224416,1,0,974.8760264943768,1,2,490.22804683836335,0,1,18.4
1165.5475705102426,1843.11007820154,0,0,575.4407558091866,0,0,732.8615440450598,0,6,4.483333333333333
1093.8755505365496,1785.0743784164874,0,0,0.0,0,0,651.615031853899,0,3,3.966666666666667
761.7113082862243,948.0696337788014,0,0,0.0,0,0,229.1811428309062,0,3,2.5
1021.4288910287426,1447.270863370698,0,0,806.5635632358426,0,0,305.5965657027678,0,3,5.266666666666667
1169.8033190408748,1455.9232087785183,0,0,608.7054608738868,0,0,361.298017475478,0,1,4.133333333333334
658.0452017247885,1041.0339587214237,0,0,0.0,0,0,344.8370220436456,0,0,2.6166666666666667
1748.887065417704,1958.1968021193647,1,3,974.8760264943768,1,3,372.13493913585154,1,6,9.916666666666666
1093.8755505365496,1433.244103138305,0,0,0.0,0,0,329.88315831367936,0,0,3.716666666666667
1581.3616169237007,1832.117257591333,0,0,608.7054608738868,0,0,519.8715931034922,0,1,7.816666666666666
1802.855932826904,2020.7583575141653,1,0,974.8760264943768,0,0,372.693491328054,0,1,10.483333333333333
1119.2900744194426,1645.398727188949,0,0,575.4407558091866,0,0,464.31616242944926,0,0,4.366666666666666
1853.4514826888287,2064.790541263535,1,0,1314.2736708799266,0,0,336.8810817419301,0,0,10.566666666666666
960.2954680657396,1169.3889472795593,1,3,565.1118910359618,1,2,313.316938907366,0,10,10.016666666666667
1387.2043563481748,1648.575241094294,1,2,746.9421803053973,3,2,464.0903044894853,1,7,11.666666666666666
1619.6718222631885,1906.295102903556,1,2,1014.0460966443912,3,2,918.4640214924178,2,8,14.333333333333334
208.5538333746769,531.0532525008189,0,0,0.0,0,0,52.57526679513575,0,2,9.366666666666667
995.2012782431324,1184.4770938455913,0,0,0.0,0,0,368.12500388615774,0,3,3.3666666666666667
489.24616994961286,595.3898882830129,1,0,0.0,3,1,253.1055205861944,2,4,11.866666666666664
1193.3447757877968,1425.9266662053217,0,0,537.6730309197001,0,0,261.202579868898,0,1,7.65
1404.84563736208,1593.7167304457903,1,1,891.6137929142803,4,0,361.0561121156748,4,8,11.35
2134.559009072841,2245.2396375521407,1,0,1014.0460966443912,1,0,366.4758407221343,1,2,8.866666666666667
101.2537122451,653.5672805453642,0,0,0.0,0,0,183.3432998362418,0,3,1.2833333333333334
1165.5475705102426,1535.016638415898,0,0,806.5635632358426,0,0,304.03611308425127,0,0,3.3833333333333333
2024.7389669336385,2577.5726267104133,1,1,974.8760264943768,0,0,568.6687018137717,0,1,11.5
2350.76091767168,2572.8597067194187,1,0,746.9421803053973,0,0,771.0571925843035,0,0,16.216666666666665
2302.942851038941,2538.4097944006235,1,0,1014.0460966443912,1,0,607.4530497483003,2,3,12.016666666666667
101.2537122451,494.1071009732556,0,0,0.0,0,0,282.3368614439388,0,8,0.5333333333333333
2119.7786276831343,2243.820432122034,1,0,1626.487206640078,0,0,333.65062714550584,0,0,10.416666666666666
1683.1099936591693,2150.3695031727643,1,1,793.0457372249411,6,1,606.8064603727108,1,8,11.566666666666666
167.65724346138285,303.49040108144163,0,0,0.0,0,0,186.84321243009845,0,2,0.5166666666666667
1704.8683577939496,1912.006045935427,1,1,1097.475619629873,0,1,335.0138465373857,0,2,9.9
2408.995671551268,3055.451069553395,1,1,793.0457372249411,0,0,691.250977908505,0,3,14.233333333333333
1149.9808674801495,1562.107749330905,0,0,0.0,0,0,498.5673319398467,0,1,3.1666666666666665
1860.522210945004,2101.9853682725657,1,0,1499.075981603548,3,0,373.60336202861134,1,5,10.333333333333334
1853.4514826888287,2064.790541263535,1,3,1314.2736708799266,1,1,336.8810817419301,0,11,13.866666666666667
1521.7484064428927,1822.437286497854,1,0,974.8760264943768,1,0,362.5386674292672,0,1,12.216666666666669
992.6218382914496,1193.1649435665497,0,0,0.0,0,0,245.1386045210521,0,3,3.533333333333333
1204.5931143845496,1749.2134861711877,0,0,0.0,0,0,567.4322541299725,0,5,3.5
2802.186867561576,3187.55712775305,0,0,1019.764459621634,0,0,594.6373322004367,0,3,6.716666666666667
2885.206636698994,3443.4913607812537,1,1,1014.0460966443912,1,1,691.8975672840943,2,6,17.55
1165.5475705102426,1635.2519595347978,0,0,806.5635632358426,0,0,354.7888385515349,0,4,4.016666666666667
1802.855932826904,3134.517175173213,1,0,974.8760264943768,0,1,862.5075180110732,5,0,7.566666666666666
2498.06751488413,2741.240557395416,1,0,1498.5996006198538,1,0,489.0290190665966,0,3,13.116666666666667
1958.2322219175728,2278.5029711177685,0,0,608.7054608738868,0,0,717.7636031777247,0,20,9.25
1227.469597158975,1479.4726084568824,0,0,608.7054608738868,0,0,363.5287616838547,0,1,3.466666666666667
158.9169671457,388.2653783427,0,0,0.0,0,0,195.50973822831872,0,11,0.7222222222222222
2402.4954147236213,2659.2282596557457,1,0,1014.0460966443912,2,0,507.0165108109754,2,2,12.116666666666667
1180.4935670065372,1601.964485240093,0,0,886.4465447797426,0,0,319.0567783767432,0,8,3.783333333333333
2176.221460609314,2414.6642945977105,0,0,0.0,0,0,608.8498905090042,0,2,10.433333333333334
2303.155054569768,2550.555268360259,1,1,793.0457372249411,2,1,691.989812831158,2,3,10.45
2302.942851038941,2538.4097944006235,1,0,1014.0460966443912,3,0,607.4530497483003,2,4,9.433333333333334
1860.522210945004,2070.172347552565,1,0,974.8760264943768,1,2,372.8688409442439,2,5,12.55
368.496775517574,2573.5304610884973,1,0,886.4465447797426,0,0,871.5734294715729,1,1,12.358333333333334
1568.7450777160316,1793.0361440034374,0,0,2325.105342157588,0,0,926.9641711615732,0,2,9.53888888888889
2282.0620775908137,2663.863676363388,0,0,0.0,0,0,664.7882086085392,0,11,8.083333333333334
1837.716016967186,2122.5316803142264,1,4,776.2808037692365,3,2,442.0225052444192,3,9,11.383333333333333
1730.3022398175694,2057.056312712584,1,1,974.8760264943768,0,1,347.76094065762703,0,2,6.15
875.4829033479243,1108.7463006914015,0,0,0.0,0,0,399.0683628352888,0,5,2.85
2726.2896695532936,3267.992264867554,1,5,1014.0460966443912,3,5,632.0405751290393,2,13,15.633333333333333
1853.4514826888287,560.991989274653,1,1,529.0115870102047,2,61,215.28989679823377,34,5,3.4833333333333334
1971.2397747930045,2423.5321689243938,1,3,974.8760264943768,1,2,642.2588321981123,3,7,11.833333333333334
1097.2496260315402,1434.5548858588363,1,1,0.0,0,0,337.6863392447337,0,2,3.566666666666667
1860.522210945004,2070.172347552565,1,0,974.8760264943768,1,0,372.8688409442439,2,4,10.75
2610.422852049466,2925.841030227252,1,5,974.8760264943768,1,3,848.3799420276887,1,7,18.766666666666666
2214.41423070973,2544.350634179516,1,1,974.8760264943768,2,1,541.8222932607872,1,3,15.166666666666666
2628.820451185666,2717.4831312859883,1,2,974.8760264943768,0,2,591.0481163317205,0,2,12.9
615.2101087106505,795.6449636260112,0,0,0.0,0,0,410.5532742969174,0,2,1.8833333333333333
2306.981690015363,2684.002986867644,0,0,1019.764459621634,0,0,585.491330004444,0,8,10.35
1604.2054505311687,1823.730241098836,1,1,1317.2456923341124,1,0,323.1675435793452,0,3,7.133333333333334
101.2537122451,653.5672805453642,0,0,0.0,0,0,183.3432998362418,0,0,1.6833333333333331
995.2012782431324,1238.7889323578966,1,0,0.0,3,0,383.77194277540593,0,3,8.566666666666666
1155.2163342079543,1569.5051602107098,0,0,0.0,0,0,409.8254495716167,0,1,4.25
189.4413427388508,495.7154994439247,0,0,0.0,0,0,380.58987283408896,0,1,3.083333333333333
1068.6878774112429,1497.997579079498,0,0,806.5635632358426,0,0,308.40878081594514,0,1,4.483333333333333
1683.1099936591693,2150.3695031727643,1,0,793.0457372249411,0,0,606.8064603727108,0,0,10.8
2224.038307910941,2379.684720782341,1,0,1014.0460966443912,0,0,472.2950731820305,0,1,11.883333333333333
1115.8344516316747,1335.6953752656182,1,0,0.0,2,0,362.0603377229582,0,3,9.25
2416.453119844446,2664.55518872673,0,0,1019.764459621634,0,0,625.3362220709233,0,0,5.983333333333333
1892.335231665004,2096.892906850466,1,1,1499.075981603548,0,1,358.6199154047467,0,2,10.25
1306.98445397138,1502.2705486769903,1,1,891.6137929142803,1,2,357.63432646117093,0,5,10.816666666666666
1304.1456780692292,1726.6523009089256,0,0,0.0,0,0,383.78477047697504,0,2,6.733333333333333
1036.2092724184497,1850.992944614288,0,0,0.0,0,0,651.7903814700895,0,2,4.233333333333333
771.7930235760506,1007.7798713981076,1,2,0.0,2,1,525.8934444606703,1,4,7.566666666666666
2753.129913386966,2990.452889060516,1,8,1499.075981603548,0,9,533.3749708457214,2,13,22.23333333333333
1778.6080026878656,2253.517221262113,0,0,0.0,0,0,406.9178338935825,0,7,5.216666666666667
1135.0914086275254,1392.678736034084,0,0,806.5635632358426,0,0,348.2961698552379,0,2,3.65
1165.5475705102426,1635.2519595347978,0,0,806.5635632358426,0,0,354.7888385515349,0,3,3.883333333333333
960.1329413628448,1277.133802334458,1,0,0.0,1,0,715.8987765723593,2,2,3.933333333333333
2350.76091767168,2665.1908100075925,1,0,1499.075981603548,2,0,611.8895004620937,1,2,17.716666666666665
1556.7401519979928,1821.6623163341656,1,2,974.8760264943768,1,2,280.59124413176204,1,7,6.5
113.6116155478,2078.7331416619536,1,0,1097.475619629873,1,0,345.99507022571873,0,1,4.95
2065.484886848455,2298.436089868316,1,0,974.8760264943768,1,0,482.4269608080989,0,1,11.583333333333334
43.2246749033,274.3697501936,1,2,0.0,1,2,271.91191658479056,0,4,7.775
2214.41423070973,2454.630017407016,1,1,974.8760264943768,2,1,529.9461934482487,1,5,13.266666666666667
1204.5931143845496,1749.2134861711877,0,0,0.0,0,0,567.4322541299725,0,4,4.033333333333333
2065.484886848455,2516.771720932416,1,1,974.8760264943768,2,1,489.35765431608496,2,3,15.116666666666667
928.7977470268496,1289.795936891005,0,0,0.0,0,0,328.237614846865,0,2,4.35
2885.206636698994,3443.4913607812537,1,7,1014.0460966443912,6,4,691.8975672840943,0,17,15.683333333333334
84.363415853,2980.6954320603927,1,2,1314.2736708799266,2,0,792.409527254041,0,4,-0.3
1673.7237098445162,2083.3736502149795,0,0,1150.1577085007834,0,0,619.0712668846613,0,3,9.65
1935.6975425773912,2278.6159628682103,0,0,0.0,0,0,484.8180026757124,0,4,7.6
1119.2900744194426,1537.715554847798,0,0,806.5635632358426,0,0,308.089510965271,0,8,4.55
1589.0807280827617,1977.162573119611,0,0,0.0,0,0,428.03493863872217,0,6,7.9
2065.484886848455,2352.385818224416,1,0,974.8760264943768,0,1,479.32712039029406,0,1,13.6
859.2340005447448,1190.2247846592593,1,2,565.1118910359618,3,0,336.14338969797944,1,6,8.65
875.8228644456319,1562.0316693924383,0,0,0.0,0,0,410.2824973171668,0,2,3.3833333333333333
1556.7401519979928,1821.6623163341656,1,2,974.8760264943768,3,3,280.59124413176204,3,7,8.616666666666667
982.2404050092496,1426.856632103005,0,0,0.0,0,0,417.6932337306266,0,2,4.0
1122.6356493447372,1571.002193249593,0,0,886.4465447797426,0,0,318.9161398571779,0,7,3.883333333333333
1921.48272936779,3517.5505250644,1,2,1925.169814191192,3,2,752.0816499801265,4,10,18.116666666666667
3090.2162249322314,3228.476640637454,1,3,974.8760264943768,4,2,721.6814198772081,3,13,19.1
1786.8569000446014,2203.3774340907817,0,0,0.0,0,0,657.0036888256802,0,5,6.916666666666667
2167.5936451208054,2944.078554714645,0,0,974.8760264943768,0,0,613.5717402553311,0,3,8.466666666666667
1646.498380175574,3658.23415226808,1,2,2047.6021179213024,3,2,622.6735096443055,8,9,18.53333333333333
1066.1136592200448,1276.491388008461,1,0,709.7835036448448,3,0,325.28447043959886,1,4,9.066666666666666
1873.964058320165,2032.2852305170647,1,1,1388.721913764923,1,2,239.25808799016963,2,3,9.233333333333333
2282.3974224011304,2464.566630763516,1,1,974.8760264943768,2,1,397.606850216909,0,3,7.716666666666667
750.1557309741747,1856.462133594896,0,0,793.0457372249411,0,0,402.29972186142606,0,0,2.8833333333333333
1283.574914102575,1524.9040269407826,0,0,608.7054608738868,0,0,441.8456747678383,0,1,5.983333333333333
1799.350855615441,2186.185330022015,0,0,0.0,0,0,465.12920199462553,0,2,7.15
754.1517425621453,1087.9760173025113,0,0,0.0,0,0,634.0157041447287,0,3,4.1
960.1329413628448,1171.211956257261,1,1,709.7835036448448,0,2,318.2502442388869,0,1,9.816666666666666
1799.350855615441,2186.185330022015,0,0,0.0,0,0,465.12920199462553,0,1,5.516666666666667
689.6921072820695,1154.1952308213035,0,0,0.0,0,0,370.00094333659047,0,9,7.375000000000001
1149.9808674801495,1562.107749330905,0,0,0.0,0,0,498.5673319398467,0,1,4.366666666666666
1922.7216259095485,2020.826954957868,0,0,0.0,0,0,589.1523486860706,0,0,8.85
3073.2498839711643,3332.478566050454,1,2,974.8760264943768,2,1,723.3462594823641,1,8,19.133333333333333
1695.4444074353046,1910.571330216365,1,0,974.8760264943768,0,0,369.7792916682056,0,1,11.483333333333333
880.9866927641496,1140.3455990090497,0,0,0.0,0,0,406.11844839295406,0,1,3.75
1115.8344516316747,1372.2599430716823,1,0,0.0,2,0,536.972271480847,1,4,9.466666666666669
1204.5931143845496,1694.6012392667876,0,0,0.0,0,0,569.65732096163,0,2,4.866666666666666
982.2404050092496,1426.856632103005,0,0,0.0,0,0,417.6932337306266,0,3,3.733333333333333
32.8799937397,398.0742660762058,1,0,0.0,1,1,148.91393651006126,1,2,17.566666666666666
640.6824052571243,807.0364666400206,1,3,0.0,3,1,407.7353656701554,2,7,7.7
596.458889791312,1132.5227064484964,0,0,0.0,0,0,155.24627887252203,0,1,2.7
2548.003767500846,2756.56056083503,0,0,1019.764459621634,0,0,628.7326433031648,0,3,7.633333333333334
2830.5556440484934,2986.042278002118,1,0,1014.0460966443912,0,0,693.8927181979645,0,0,13.083333333333334
323.56366077347406,2711.70399847746,1,1,575.4407558091866,0,1,965.0834319797916,0,1,13.641666666666666
1115.834451631675,1335.6953752656184,0,0,608.7054608738868,0,0,362.0603377229582,0,1,2.7
2120.077299600937,2216.7522479329414,1,3,0.0,4,3,596.8347288450386,3,9,16.35
673.2305530753454,908.859062867806,0,0,0.0,0,0,335.68176226528976,0,3,3.533333333333333
1149.9808674801495,1562.107749330905,0,0,0.0,0,0,498.5673319398467,0,0,3.633333333333333
2263.897307164634,2575.5061204938847,1,0,1314.2736708799266,2,0,541.8115528796588,1,2,10.3
2187.723372138068,2854.372089351195,1,5,793.0457372249411,1,4,655.6742068836676,2,7,11.766666666666667
68.765499064,240.8694649771,0,0,0.0,0,0,178.94929194849342,0,1,20.183333333333337
2263.897307164634,2403.2104956969342,1,2,1626.487206640078,2,2,291.9838906652835,3,5,13.883333333333333
1135.0914086275254,1392.678736034084,0,0,806.5635632358426,0,0,348.2961698552379,0,0,3.616666666666666
689.1576152768898,1018.3858266475196,0,0,0.0,0,0,294.90902838032105,0,2,2.15
1531.4144499646616,1953.6018404793108,0,0,0.0,0,0,425.80419549848216,0,1,4.0
1899.151731445472,2101.566179292772,1,1,776.2808037692365,1,1,360.551092683368,0,2,8.666666666666666
1802.855932826904,2020.7583575141653,1,2,974.8760264943768,1,1,372.693491328054,0,3,12.533333333333331
1916.627527888604,2503.3314096143936,1,0,974.8760264943768,0,0,640.5173116696169,0,0,9.883333333333333
2061.0568962084344,2185.924505453934,1,2,1626.487206640078,0,3,329.7189167486233,8,3,7.708333333333333
1732.2059073941014,2196.884715518782,0,0,0.0,0,0,749.0945674482138,0,0,4.866666666666666
2167.5936451208054,3583.2141652383875,0,0,974.8760264943768,0,0,860.1508767544983,0,0,3.85
2119.7786276831343,2243.820432122034,1,2,1626.487206640078,1,2,333.65062714550584,0,4,12.916666666666666
1432.4322730624256,1675.9233300526332,0,0,608.7054608738868,0,0,472.3523604633423,0,1,4.15
501.6014944534419,977.7140965414824,1,2,0.0,1,2,492.0303137367612,1,3,7.133333333333333
888.6957926568633,1201.5086818950713,1,0,0.0,0,0,489.8174232323476,0,1,8.75
2662.894927599466,2705.557146557337,1,1,891.6137929142803,2,0,710.7160399759059,2,6,7.6
2303.268038602877,2714.36193158025,0,0,0.0,0,0,605.6061741067102,0,4,6.716666666666667
1155.2163342079543,1569.5051602107098,0,0,0.0,0,0,409.8254495716167,0,3,3.25
2566.487236772885,2931.930721538037,0,0,1622.751557518278,0,0,600.3023669493883,0,3,9.083333333333332
1279.181108417506,2056.605610115816,0,0,2178.773077303612,0,0,526.1907154245941,0,3,8.708333333333332
1165.5475705102426,1535.016638415898,0,0,806.5635632358426,0,0,304.03611308425127,0,2,3.2
2588.9821771852658,2639.446127180988,1,4,974.8760264943768,3,3,527.6006099773002,2,10,13.833333333333334
2282.0620775908137,2663.863676363388,0,0,0.0,0,0,664.7882086085392,0,0,6.366666666666666
